acctype,accsize,acctargets,district,month,sales,qty,strategy1,strategy2,strategy3,salesvisit1,salesvisit2,salesvisit3,salesvisit4,salesvisit5,compbrand
Hospital,640,26,3,2014-10-01,13637843,131,1331810,0,0,0.0,1350000.0,375000.0,0.0,0.0,4
Hospital,640,26,3,2014-11-01,11080747,107,0,0,0,0.0,1350000.0,225000.0,0.0,0.0,4
Hospital,640,26,3,2014-12-01,13637843,131,0,918050,0,0.0,1125000.0,150000.0,0.0,0.0,4
Hospital,640,26,3,2015-01-01,11080747,107,0,569700,0,0.0,1875000.0,75000.0,0.0,0.0,4
Hospital,640,26,3,2015-02-01,8523652,82,0,1687118,0,0.0,1050000.0,300000.0,0.0,0.0,4
Hospital,640,26,3,2015-03-01,10228382,98,0,870324,0,0.0,1425000.0,450000.0,0.0,0.0,4
Hospital,640,26,3,2015-04-01,13637843,131,0,1627289,0,0.0,1800000.0,225000.0,0.0,0.0,4
Hospital,640,26,3,2015-05-01,10228382,98,357892,0,0,0.0,1350000.0,375000.0,0.0,0.0,4
Hospital,640,26,3,2015-06-01,12785478,123,0,815288,0,0.0,1650000.0,450000.0,0.0,0.0,5
Hospital,640,26,3,2015-07-01,15342573,148,0,831500,0,0.0,1275000.0,600000.0,0.0,0.0,5
Hospital,640,26,3,2015-08-01,11933113,115,0,40000,1013230,0.0,1575000.0,825000.0,0.0,0.0,5
Hospital,640,26,3,2015-09-01,13637843,131,0,932212,0,0.0,1125000.0,375000.0,0.0,0.0,5
Hospital,370,15,3,2013-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,370,15,3,2013-11-01,0,0,0,0,0,0.0,225000.0,300000.0,0.0,75000.0,4
Hospital,370,15,3,2013-12-01,852365,8,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,370,15,3,2014-01-01,0,0,0,0,0,0.0,300000.0,375000.0,0.0,0.0,4
Hospital,370,15,3,2014-02-01,0,0,0,0,0,0.0,750000.0,825000.0,0.0,0.0,4
Hospital,370,15,3,2014-03-01,0,0,133422,0,0,0.0,675000.0,825000.0,0.0,0.0,4
Hospital,370,15,3,2014-04-01,0,0,0,626256,0,0.0,375000.0,600000.0,0.0,0.0,4
Hospital,370,15,3,2014-05-01,852365,8,0,0,0,0.0,225000.0,525000.0,0.0,0.0,4
Hospital,370,15,3,2014-06-01,-852365,-8,0,0,0,0.0,300000.0,450000.0,0.0,0.0,4
Hospital,370,15,3,2014-07-01,852365,8,0,0,0,0.0,225000.0,675000.0,0.0,0.0,4
Hospital,370,15,3,2014-08-01,0,0,0,0,0,0.0,225000.0,525000.0,0.0,75000.0,4
Hospital,370,15,3,2014-09-01,852365,8,0,0,0,0.0,300000.0,450000.0,0.0,0.0,4
Hospital,370,15,3,2014-10-01,-852365,-8,0,0,0,0.0,300000.0,600000.0,0.0,0.0,4
Hospital,370,15,3,2014-11-01,852365,8,0,0,0,0.0,225000.0,525000.0,0.0,0.0,4
Hospital,370,15,3,2014-12-01,852365,8,0,0,0,0.0,300000.0,450000.0,0.0,0.0,4
Hospital,370,15,3,2015-01-01,0,0,0,0,0,0.0,75000.0,225000.0,0.0,0.0,4
Hospital,370,15,3,2015-02-01,0,0,0,0,0,0.0,150000.0,375000.0,0.0,75000.0,4
Hospital,370,15,3,2015-03-01,0,0,0,0,0,0.0,300000.0,750000.0,0.0,0.0,4
Hospital,370,15,3,2015-04-01,852365,8,0,0,0,0.0,375000.0,750000.0,0.0,0.0,4
Hospital,370,15,3,2015-05-01,852365,8,0,0,0,0.0,225000.0,525000.0,0.0,0.0,4
Hospital,370,15,3,2015-06-01,1704730,16,0,0,0,0.0,75000.0,525000.0,0.0,0.0,5
Hospital,370,15,3,2015-07-01,0,0,0,0,0,0.0,150000.0,825000.0,0.0,0.0,5
Hospital,370,15,3,2015-08-01,852365,8,0,307878,807938,0.0,150000.0,1125000.0,0.0,0.0,5
Hospital,370,15,3,2015-09-01,3409461,33,0,453504,0,0.0,75000.0,525000.0,0.0,0.0,5
Private Clinic,10,2,3,2013-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,10,2,3,2013-11-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,10,2,3,2013-12-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Private Clinic,10,2,3,2014-01-01,0,0,0,0,0,0.0,0.0,0.0,75000.0,0.0,4
Private Clinic,10,2,3,2014-02-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,10,2,3,2014-03-01,0,0,0,0,0,0.0,0.0,150000.0,0.0,0.0,4
Private Clinic,10,2,3,2014-04-01,0,0,0,0,0,0.0,0.0,150000.0,0.0,0.0,4
Private Clinic,10,2,3,2014-05-01,0,0,0,0,0,0.0,0.0,150000.0,0.0,0.0,4
Private Clinic,10,2,3,2014-06-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,10,2,3,2014-07-01,0,0,0,0,0,0.0,0.0,150000.0,0.0,0.0,4
Private Clinic,10,2,3,2014-08-01,0,0,0,0,0,0.0,75000.0,150000.0,0.0,0.0,4
Private Clinic,10,2,3,2014-09-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,10,2,3,2014-10-01,0,0,0,0,0,0.0,0.0,75000.0,0.0,0.0,4
Private Clinic,10,2,3,2014-11-01,0,0,0,0,0,0.0,0.0,150000.0,0.0,0.0,4
Private Clinic,10,2,3,2014-12-01,0,0,0,0,0,0.0,0.0,75000.0,0.0,75000.0,4
Private Clinic,10,2,3,2015-01-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,10,2,3,2015-02-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,10,2,3,2015-03-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,10,2,3,2015-04-01,0,0,0,0,0,0.0,0.0,75000.0,0.0,0.0,4
Private Clinic,10,2,3,2015-05-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,10,2,3,2015-06-01,0,0,0,0,0,0.0,0.0,75000.0,0.0,0.0,5
Private Clinic,10,2,3,2015-07-01,0,0,0,0,0,0.0,0.0,150000.0,0.0,0.0,5
Private Clinic,10,2,3,2015-08-01,852365,8,0,0,0,0.0,0.0,0.0,0.0,0.0,5
Private Clinic,10,2,3,2015-09-01,852365,8,0,0,0,0.0,0.0,0.0,0.0,0.0,5
Polyclinic,579,21,3,2013-10-01,1704730,16,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,579,21,3,2013-11-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,579,21,3,2013-12-01,1704730,16,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,579,21,3,2014-01-01,852365,8,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,579,21,3,2014-02-01,1704730,16,0,101688,0,0.0,1500000.0,0.0,0.0,0.0,4
Polyclinic,579,21,3,2014-03-01,852365,8,0,0,0,0.0,1500000.0,0.0,0.0,0.0,4
Polyclinic,579,21,3,2014-04-01,3409461,33,0,0,0,0.0,1275000.0,450000.0,0.0,0.0,4
Polyclinic,579,21,3,2014-05-01,1704730,16,0,0,0,0.0,825000.0,600000.0,0.0,0.0,4
Polyclinic,579,21,3,2014-06-01,0,0,0,0,0,0.0,150000.0,375000.0,0.0,0.0,4
Polyclinic,579,21,3,2014-07-01,1704730,16,0,0,0,0.0,2175000.0,600000.0,0.0,0.0,4
Polyclinic,579,21,3,2014-08-01,1704730,16,0,0,0,0.0,1425000.0,0.0,0.0,0.0,4
Polyclinic,579,21,3,2014-09-01,2557096,25,0,0,0,0.0,1275000.0,0.0,0.0,0.0,4
Polyclinic,579,21,3,2014-10-01,1704730,16,0,0,0,0.0,2475000.0,75000.0,0.0,0.0,4
Polyclinic,579,21,3,2014-11-01,1704730,16,0,0,0,0.0,2550000.0,0.0,0.0,0.0,4
Polyclinic,579,21,3,2014-12-01,852365,8,0,0,0,0.0,1125000.0,150000.0,0.0,0.0,4
Polyclinic,579,21,3,2015-01-01,2557096,25,0,0,0,0.0,1275000.0,150000.0,0.0,0.0,4
Polyclinic,579,21,3,2015-02-01,2557096,25,0,0,0,0.0,1125000.0,0.0,0.0,0.0,4
Polyclinic,579,21,3,2015-03-01,1704730,16,0,89159,0,0.0,1575000.0,75000.0,0.0,0.0,4
Polyclinic,579,21,3,2015-04-01,3409461,33,0,0,0,0.0,1650000.0,150000.0,0.0,0.0,4
Polyclinic,579,21,3,2015-05-01,2557096,25,98181,570000,0,0.0,1575000.0,225000.0,0.0,0.0,4
Polyclinic,579,21,3,2015-06-01,2557096,25,0,0,0,0.0,1200000.0,225000.0,0.0,0.0,5
Polyclinic,579,21,3,2015-07-01,7671287,74,0,0,0,0.0,1875000.0,225000.0,0.0,0.0,5
Polyclinic,579,21,3,2015-08-01,7671287,74,0,0,0,0.0,1050000.0,375000.0,0.0,0.0,5
Polyclinic,579,21,3,2015-09-01,4261826,41,0,0,0,0.0,525000.0,225000.0,0.0,0.0,5
Private Clinic,250,9,3,2013-10-01,5966556,57,0,0,0,0.0,0.0,600000.0,0.0,0.0,4
Private Clinic,250,9,3,2013-11-01,5114191,49,0,0,0,0.0,0.0,450000.0,0.0,0.0,4
Private Clinic,250,9,3,2013-12-01,5114191,49,0,0,0,0.0,0.0,225000.0,0.0,0.0,4
Private Clinic,250,9,3,2014-01-01,8523652,82,0,0,0,0.0,75000.0,375000.0,0.0,0.0,4
Private Clinic,250,9,3,2014-02-01,6818921,66,0,0,0,0.0,300000.0,0.0,0.0,0.0,4
Private Clinic,250,9,3,2014-03-01,9376017,90,0,479500,0,0.0,375000.0,150000.0,0.0,0.0,4
Private Clinic,250,9,3,2014-04-01,11080747,107,0,641375,0,0.0,1050000.0,0.0,0.0,0.0,4
Private Clinic,250,9,3,2014-05-01,8523652,82,0,0,0,0.0,750000.0,0.0,0.0,0.0,4
Private Clinic,250,9,3,2014-06-01,11080747,107,0,0,0,0.0,900000.0,0.0,0.0,0.0,4
Private Clinic,250,9,3,2014-07-01,4261826,41,0,488250,0,0.0,1200000.0,0.0,0.0,0.0,4
Private Clinic,250,9,3,2014-08-01,25570955,246,0,0,0,0.0,600000.0,0.0,0.0,0.0,4
Private Clinic,250,9,3,2014-09-01,25570955,246,0,0,0,0.0,600000.0,0.0,0.0,0.0,4
Private Clinic,250,9,3,2014-10-01,9376017,90,0,393750,0,0.0,825000.0,0.0,0.0,0.0,4
Private Clinic,250,9,3,2014-11-01,8523652,82,0,0,0,0.0,600000.0,0.0,75000.0,0.0,4
Private Clinic,250,9,3,2014-12-01,4261826,41,0,542568,0,0.0,375000.0,225000.0,75000.0,0.0,4
Private Clinic,250,9,3,2015-01-01,13637843,131,0,0,0,0.0,900000.0,0.0,0.0,0.0,4
Private Clinic,250,9,3,2015-02-01,17047304,164,0,317142,0,0.0,750000.0,75000.0,0.0,0.0,4
Private Clinic,250,9,3,2015-03-01,4261826,41,0,642250,0,0.0,825000.0,0.0,0.0,0.0,4
Private Clinic,250,9,3,2015-04-01,8523652,82,0,477750,0,0.0,1200000.0,0.0,0.0,0.0,4
Private Clinic,250,9,3,2015-05-01,7671287,74,0,701550,0,0.0,900000.0,0.0,0.0,0.0,4
Private Clinic,250,9,3,2015-06-01,5966556,57,0,0,0,0.0,600000.0,0.0,0.0,0.0,5
Private Clinic,250,9,3,2015-07-01,12785478,123,0,272720,0,0.0,225000.0,75000.0,0.0,0.0,5
Private Clinic,250,9,3,2015-08-01,0,0,0,0,0,0.0,525000.0,75000.0,0.0,0.0,5
Private Clinic,250,9,3,2015-09-01,4261826,41,0,719576,0,0.0,750000.0,150000.0,0.0,0.0,5
Hospital,200,9,3,2013-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,200,9,3,2013-11-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,200,9,3,2013-12-01,852365,8,0,0,0,0.0,300000.0,675000.0,0.0,0.0,4
Hospital,200,9,3,2014-01-01,0,0,0,450625,0,0.0,675000.0,600000.0,0.0,0.0,4
Hospital,200,9,3,2014-02-01,2130913,8,0,569408,0,0.0,450000.0,1500000.0,0.0,0.0,4
Hospital,200,9,3,2014-03-01,852365,8,0,35360,0,75000.0,375000.0,600000.0,0.0,150000.0,4
Hospital,200,9,3,2014-04-01,0,0,456260,0,0,0.0,600000.0,300000.0,75000.0,0.0,4
Hospital,200,9,3,2014-05-01,852365,8,0,1020450,0,0.0,450000.0,375000.0,0.0,75000.0,4
Hospital,200,9,3,2014-06-01,852365,8,0,0,0,0.0,600000.0,225000.0,75000.0,0.0,4
Hospital,200,9,3,2014-07-01,0,0,0,1007600,0,150000.0,1125000.0,150000.0,0.0,0.0,4
Hospital,200,9,3,2014-08-01,852365,8,0,0,0,150000.0,750000.0,0.0,150000.0,0.0,4
Hospital,200,9,3,2014-09-01,852365,8,67088,892450,0,225000.0,450000.0,150000.0,0.0,0.0,4
Hospital,200,9,3,2014-10-01,2130913,8,0,95000,329760,600000.0,525000.0,150000.0,75000.0,75000.0,4
Hospital,200,9,3,2014-11-01,852365,8,0,0,0,825000.0,300000.0,0.0,0.0,0.0,4
Hospital,200,9,3,2014-12-01,2983278,16,30000,0,0,375000.0,675000.0,0.0,0.0,0.0,4
Hospital,200,9,3,2015-01-01,0,0,0,9450,0,0.0,750000.0,225000.0,0.0,0.0,4
Hospital,200,9,3,2015-02-01,852365,8,0,360000,0,0.0,600000.0,75000.0,0.0,0.0,4
Hospital,200,9,3,2015-03-01,852365,8,0,194966,0,0.0,900000.0,0.0,0.0,0.0,4
Hospital,200,9,3,2015-04-01,0,0,0,0,0,0.0,900000.0,75000.0,0.0,0.0,4
Hospital,200,9,3,2015-05-01,2983278,16,0,0,0,0.0,750000.0,75000.0,0.0,0.0,4
Hospital,200,9,3,2015-06-01,852365,8,0,0,0,0.0,450000.0,75000.0,0.0,0.0,5
Hospital,200,9,3,2015-07-01,4688008,33,0,407500,0,0.0,1125000.0,75000.0,0.0,0.0,5
Hospital,200,9,3,2015-08-01,2983278,16,0,0,0,0.0,1125000.0,0.0,0.0,0.0,5
Hospital,200,9,3,2015-09-01,852365,8,0,0,0,0.0,825000.0,0.0,0.0,0.0,5
Hospital,310,10,3,2013-10-01,852365,8,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,310,10,3,2013-11-01,852365,8,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,310,10,3,2013-12-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,310,10,3,2014-01-01,852365,8,0,0,0,0.0,525000.0,600000.0,0.0,0.0,4
Hospital,310,10,3,2014-02-01,852365,8,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,310,10,3,2014-03-01,2557096,25,0,0,0,0.0,525000.0,900000.0,0.0,0.0,4
Hospital,310,10,3,2014-04-01,1704730,16,0,0,0,0.0,150000.0,1125000.0,0.0,0.0,4
Hospital,310,10,3,2014-05-01,852365,8,0,0,0,0.0,150000.0,825000.0,0.0,0.0,4
Hospital,310,10,3,2014-06-01,2557096,25,178512,115200,0,0.0,150000.0,1125000.0,0.0,0.0,4
Hospital,310,10,3,2014-07-01,4261826,41,0,0,0,0.0,375000.0,1350000.0,0.0,0.0,4
Hospital,310,10,3,2014-08-01,2557096,25,0,0,0,0.0,150000.0,1125000.0,0.0,0.0,4
Hospital,310,10,3,2014-09-01,2557096,25,0,124680,0,0.0,150000.0,975000.0,0.0,0.0,4
Hospital,310,10,3,2014-10-01,4261826,41,0,0,247317,0.0,150000.0,1200000.0,0.0,0.0,4
Hospital,310,10,3,2014-11-01,4261826,41,0,0,0,0.0,75000.0,1125000.0,0.0,0.0,4
Hospital,310,10,3,2014-12-01,5966556,57,0,1404123,0,0.0,75000.0,1500000.0,0.0,75000.0,4
Hospital,310,10,3,2015-01-01,6818921,66,0,0,0,0.0,75000.0,825000.0,0.0,0.0,4
Hospital,310,10,3,2015-02-01,5114191,49,0,0,0,0.0,150000.0,1200000.0,0.0,0.0,4
Hospital,310,10,3,2015-03-01,5966556,57,0,0,0,0.0,450000.0,1350000.0,0.0,0.0,4
Hospital,310,10,3,2015-04-01,7671287,74,93007,0,0,0.0,450000.0,1575000.0,0.0,0.0,4
Hospital,310,10,3,2015-05-01,5966556,57,0,1193200,0,0.0,375000.0,825000.0,0.0,0.0,4
Hospital,310,10,3,2015-06-01,4261826,41,0,0,0,0.0,150000.0,75000.0,0.0,0.0,5
Hospital,310,10,3,2015-07-01,4261826,41,0,0,0,0.0,75000.0,300000.0,0.0,0.0,5
Hospital,310,10,3,2015-08-01,7671287,74,0,0,0,0.0,450000.0,600000.0,0.0,0.0,5
Hospital,310,10,3,2015-09-01,7671287,74,0,0,0,0.0,450000.0,525000.0,0.0,0.0,5
Polyclinic,20,2,3,2013-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2013-11-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2013-12-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2014-01-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2014-02-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2014-03-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2014-04-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2014-05-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2014-06-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2014-07-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2014-08-01,0,0,0,0,0,0.0,225000.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2014-09-01,0,0,0,9750,0,0.0,225000.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2014-10-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2014-11-01,0,0,0,0,0,0.0,225000.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2014-12-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2015-01-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2015-02-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2015-03-01,0,0,0,7850,0,0.0,300000.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2015-04-01,0,0,0,10450,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2015-05-01,852365,8,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,20,2,3,2015-06-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,5
Polyclinic,20,2,3,2015-07-01,852365,8,0,0,0,0.0,150000.0,0.0,0.0,0.0,5
Polyclinic,20,2,3,2015-08-01,0,0,0,0,0,0.0,375000.0,75000.0,0.0,0.0,5
Polyclinic,20,2,3,2015-09-01,852365,8,0,0,0,0.0,150000.0,150000.0,0.0,0.0,5
Hospital,30,2,3,2014-02-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,4
Hospital,30,2,3,2014-03-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,4
Hospital,30,2,3,2014-04-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,4
Hospital,30,2,3,2014-05-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,4
Hospital,30,2,3,2014-07-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,4
Hospital,30,2,3,2014-09-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,4
Hospital,30,2,3,2014-10-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,4
Hospital,30,2,3,2014-11-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,4
Hospital,30,2,3,2014-12-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,4
Hospital,30,2,3,2015-01-01,0,0,0,0,0,0.0,225000.0,0.0,0.0,0.0,4
Hospital,30,2,3,2015-02-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Hospital,30,2,3,2015-03-01,0,0,0,25200,0,0.0,150000.0,75000.0,0.0,0.0,4
Hospital,30,2,3,2015-04-01,852365,8,0,25760,0,0.0,150000.0,0.0,0.0,0.0,4
Hospital,30,2,3,2015-05-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,4
Hospital,30,2,3,2015-06-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5
Hospital,30,2,3,2015-07-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,5
Hospital,30,2,3,2015-08-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,5
Hospital,30,2,3,2015-09-01,852365,8,0,0,0,0.0,0.0,0.0,0.0,0.0,5
Polyclinic,60,2,3,2013-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2013-11-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2013-12-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2014-01-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2014-02-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2014-03-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2014-04-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2014-05-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2014-06-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2014-07-01,1704730,16,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2014-08-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2014-09-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2014-10-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2014-11-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2014-12-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2015-01-01,0,0,0,0,0,0.0,375000.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2015-02-01,0,0,0,0,0,0.0,300000.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2015-03-01,0,0,0,0,0,0.0,150000.0,75000.0,0.0,0.0,4
Polyclinic,60,2,3,2015-04-01,0,0,0,0,0,0.0,300000.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2015-05-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,60,2,3,2015-06-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5
Polyclinic,60,2,3,2015-07-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,5
Polyclinic,60,2,3,2015-08-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,5
Polyclinic,60,2,3,2015-09-01,0,0,0,0,0,0.0,75000.0,0.0,0.0,0.0,5
Polyclinic,0,1,3,2013-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2013-11-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2013-12-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2014-01-01,852365,8,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2014-02-01,0,0,0,0,0,0.0,0.0,150000.0,0.0,0.0,4
Polyclinic,0,1,3,2014-03-01,0,0,0,0,0,0.0,0.0,75000.0,0.0,0.0,4
Polyclinic,0,1,3,2014-04-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2014-05-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2014-06-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2014-07-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2014-08-01,0,0,52727,0,0,0.0,450000.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2014-09-01,0,0,0,0,0,0.0,150000.0,75000.0,0.0,0.0,4
Polyclinic,0,1,3,2014-10-01,0,0,0,0,0,0.0,300000.0,75000.0,0.0,0.0,4
Polyclinic,0,1,3,2014-11-01,0,0,0,0,0,0.0,300000.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2014-12-01,0,0,0,0,0,0.0,300000.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2015-01-01,0,0,0,0,0,0.0,300000.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2015-02-01,852365,8,0,0,0,0.0,375000.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2015-03-01,0,0,0,0,0,0.0,300000.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2015-04-01,0,0,0,0,0,0.0,150000.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2015-05-01,0,0,0,19932,0,0.0,300000.0,0.0,0.0,0.0,4
Polyclinic,0,1,3,2015-06-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5
Polyclinic,0,1,3,2015-07-01,852365,8,0,0,0,0.0,150000.0,0.0,0.0,0.0,5
Polyclinic,0,1,3,2015-08-01,0,0,0,0,0,0.0,300000.0,0.0,0.0,0.0,5
Polyclinic,0,1,3,2015-09-01,0,0,0,0,0,0.0,225000.0,75000.0,0.0,0.0,5
Private Clinic,12,3,3,2013-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,12,3,3,2013-11-01,2130913,8,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,12,3,3,2013-12-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,12,3,3,2014-01-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,12,3,3,2014-02-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,12,3,3,2014-03-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,12,3,3,2014-04-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,12,3,3,2014-05-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,12,3,3,2014-06-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,12,3,3,2014-07-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,12,3,3,2014-08-01,2130913,8,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,12,3,3,2014-09-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Private Clinic,12,3,3,2014-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
